Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code
IRL	IRELAND	IRL							
IRL	IRELAND	IRL							
BUS	COMPANY						BUS		
									
									
BUS	COMPANIES						BUS		
ITA	ITALY	ITA							
CHN	CHINESE	CHN							
IRL	DUBLIN	IRL							
PSE	PALESTINIAN	PSE							
TURMIL	TURKEY	TUR					MIL		
ISR	ISRAELI	ISR							
SYR	SYRIA	SYR							
									
IRN	IRAN	IRN							
REB	SUICIDE BOMBER						REB		
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKRMIL	UKRAINE	UKR					MIL		
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
GOV	ADMINISTRATION						GOV		
									
FIN	FINLAND	FIN							
PSEREBMIL	HAMAS	PSE					REB	MIL	
USAGOV	JOE BIDEN	USA					GOV		
									
BUS	COMPANY						BUS		
RUS	RUSSIAN	RUS							
									
AUS	AUSTRALIA	AUS							
CRM	THIEVES						CRM		
CVL	HUNTER						CVL		
GOV	GOVERNMENT						GOV		
JUD	SUPREME COURT						JUD		
JUD	PROSECUTOR						JUD		
MED	BLOGGER						MED		
NGOAGR	ROOTS OF PEACE						NGO	AGR	
UAF	TERRORIST						UAF		
USA	RHODE ISLAND	USA							
COL	COLOMBIA	COL							
COLGOV	COLOMBIA	COL					GOV		
GOVHLH	HEALTH OFFICIAL						GOV	HLH	
									
COP	PRISON						COP		
GOV	PRINCE						GOV		
USA	UNITED STATES	USA							
GHA	GHANA	GHA							
									
GHA	GHANA	GHA							
USA	UNITED STATES	USA							
BUS	INVESTOR						BUS		
GOV	PRESIDENT						GOV		
									
									
EDU	STUDENT						EDU		
EDU	STUDENT						EDU		
BUS	COMPANIES						BUS		
BUS	COMPANIES						BUS		
CHRCTH	CATHOLIC				CHR	CTH			
CHRCTH	CATHOLIC				CHR	CTH			
CRM	MAFIA						CRM		
EDU	SCHOOL						EDU		
EDU	SCHOOL						EDU		
GBRIMY	ISLE OF MAN	GBR							
HTI	HAITI	HTI							
IRL	IRELAND	IRL							
ITA	ITALIAN	ITA							
ITA	ITALY	ITA							
JAM	KINGSTON	JAM							
NGAGOV	ZARIA	NGA					GOV		
USA	ALABAMA	USA							
USA	JACKSONVILLE	USA							
USAMIL	UNITED STATES	USA					MIL		
cho	CHOCTAW			cho					
									
									
GOV	GOVERNOR						GOV		
IGOEUREEC	THE EU	EUR	EEC				IGO		
IGOEUREEC	THE EU	EUR	EEC				IGO		
JAM	KINGSTON	JAM							
REF	REFUGEE						REF		
									
REL	RELIGION								
									
									
									
CHNBUS	CHINESE	CHN					BUS		
CYP	NICOSIA	CYP							
GOV	SECRETARY OF STATE						GOV		
GRC	GREECE	GRC							
PHL	PHILIPPINE	PHL							
SEA	SOUTHEAST ASIA	SEA							
RUS	RUSSIAN	RUS							
JAM	KINGSTON	JAM							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
EDU	UNIVERSITY						EDU		
BUS	COMPANIES						BUS		
BUS	TYCOON						BUS		
BUS	COMPANIES						BUS		
GOV	GOVERNMENT						GOV		
SAU	SAUDI	SAU							
SAU	SAUDI ARABIA	SAU							
BUS	TYCOON						BUS		
									
									
DEU	GERMANY	DEU							
COLREB	FARC	COL					REB		
COLREB	FARC	COL					REB		
COL	COLOMBIAN	COL							
									
AUS	MURRAY	AUS							
CHL	VALPARAISO	CHL							
USA	ROCHESTER	USA							
									
ITA	ITALY	ITA							
SPY	INTELLIGENCE						SPY		
UKR	UKRAINE	UKR							
BUS	COMPANIES						BUS		
									
									
									
DEUJUD	COLOGNE	DEU					JUD		
NOR	NORWEGIAN	NOR							
NOR	NORWAY	NOR							
									
UKR	UKRAINIAN	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINIAN	UKR							
MAR	MOROCCO	MAR							
									
									
GBR	UNITED KINGDOM	GBR							
MDALEG	MOLDOVA	MDA					LEG		
USA	THE US	USA							
									
									
									
									
AFR	AFRICA	AFR							
BUS	INDUSTRY						BUS		
CAN	CANADA	CAN							
CAN	CANADIAN	CAN							
CHE	GENEVA	CHE							
CHN	CHINA	CHN							
IGOAFRDEVAFB	AFRICAN DEVELOPMENT BANK	AFR	AFB				IGO	DEV	
IGOAFRDEVAFB	AFRICAN DEVELOPMENT BANK	AFR	AFB				IGO	DEV	
IGOEUREEC	THE EU	EUR	EEC				IGO		
JOR	JORDAN	JOR							
MAR	MOROCCO	MAR							
MAR	MOROCCO	MAR							
NGA	NIGERIAN	NGA							
ROU	BUCHAREST								
UKRGOV	UKRAINIAN	UKR					GOV		
UKRGOV	UKRAINE	UKR					GOV		
USA	UNITED STATES	USA							
									
UISSEA	SOUTHEAST ASIAN COUNTRIES	SEA					UIS		
USA	PORTLAND	USA							
BUS	COMPANIES						BUS		
EDU	STUDENT						EDU		
									
									
LEG	GENERAL ASSEMBLY						LEG		
ARM	ARMENIA	ARM							
RUS	RUSSIA	RUS							
									
									
									
									
									
									
ARE	UNITED ARAB EMIRATES	ARE							
OPP	ACTIVIST						OPP		
									
BUS	ENTREPRENEUR						BUS		
CRM	MAFIA						CRM		
CAN	CANADA	CAN							
									
									
OPP	ACTIVIST						OPP		
OPP	ACTIVIST						OPP		
JORGOV	JORDAN	JOR					GOV		
									
CRM	CRIMINAL						CRM		
HLH	HOSPITAL						HLH		
USACOP	CHARLOTTE	USA					COP		
									
MARGOV	MOROCCO	MAR					GOV		
MAR	MOROCCO	MAR							
									
									
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
									
									
CHN	CHINESE	CHN							
USA	PORTLAND	USA							
BUS	COMPANIES						BUS		
MED	MEDIA						MED		
RUS	RUSSIAN	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIAN	RUS							
RUSBUS	RUSSIAN	RUS					BUS		
RUSBUS	RUSSIAN	RUS					BUS		
									
KHM	CAMBODIA	KHM							
KHM	CAMBODIA	KHM							
THA	THAILAND	THA							
THA	THAILAND	THA							
VNM	VIETNAM	VNM							
									
NER	NIGER	NER							
NER	NIGER	NER							
NGA	NIGERIAN	NGA							
									
									
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
BUS	COMPANY						BUS		
DEU	GERMAN	DEU							
DEU	GERMANY	DEU							
GOV	GOVERNMENT						GOV		
OPP	ACTIVIST						OPP		
OPP	ACTIVIST						OPP		
OPP	ACTIVIST						OPP		
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
BGR	BULGARIA	BGR							
TUR	TURKIYE	TUR							
									
									
UKR	UKRAINIAN	UKR							
UKR	UKRAINIAN	UKR							
									
									
USA	THE US	USA							
UKR	KYIV	UKR							
									
BUS	INDUSTRY						BUS		
BUS	INDUSTRY						BUS		
SAUGOV	SAUDI	SAU					GOV		
									
SPY	INTELLIGENCE COMMUNITY						SPY		
DNK	DENMARK	DNK							
DNK	DENMARK	DNK							
DNK	DENMARK	DNK							
LEG	LAWMAKER						LEG		
ROU	ROMANIA								
ROU	ROMANIA								
UKRGOVMIL	UKRAINE	UKR					GOV	MIL	
YEM	HODEIDA	YEM							
YEM	HODEIDA	YEM							
YEM	YEMEN	YEM							
ESP	SPAIN	ESP							
ESP	SPAIN	ESP							
									
UKR	UKRAINIAN	UKR							
UKR	UKRAINIAN	UKR							
UKR	UKRAINIAN	UKR							
UKR	UKRAINIAN	UKR							
									
									
									
									
CHN	CHINA	CHN							
GBR	WALES	GBR							
GOVCVL	MONARCH						GOV	CVL	
MEX	MEXICO	MEX							
MIL	MILITARY						MIL		
NLD	NETHERLANDS	NLD							
NLDGOV	HOLLAND	NLD					GOV		
REF	REFUGEE						REF		
USAMED	UNITED STATES	USA					MED		
GOVCOPGOVAGR	INSPECTOR GENERAL						GOV	COP	GOV
									
									
USA	UNITED STATES	USA							
									
CVL	COMMUNITY						CVL		
UKR	UKRAINE	UKR							
									
									
chy	CHEYENNE			chy					
CVL	RESIDENTS						CVL		
CHN	CHINESE	CHN							
CHNGOV	CHINESE	CHN					GOV		
PHL	PHILIPPINE	PHL							
PHL	MANILA	PHL							
USA	THE US	USA							
CHN	CHINA	CHN							
CHRCTH	CATHOLIC				CHR	CTH			
CVL	CITIZEN						CVL		
CVL	CITIZEN						CVL		
CVL	COMMUNITY						CVL		
GOV	MINISTRY						GOV		
IRLHLH	CORK	IRL					HLH		
JEWHSD010	CHABAD				JEW	HSD			
JUD	SUPREME COURT						JUD		
MED	WEBSITE						MED		
MED	MEDIA						MED		
OPPUAF	OPPOSITION FORCES						OPP	UAF	
ROU	ROMANIA								
RUS	SIBERIA	RUS							
USA	THE US	USA							
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
scn	SICILIAN			scn					
JPN	JAPAN	JPN							
BUS	PRODUCER						BUS		
CRM	CRIMINAL						CRM		
CRM	GANG						CRM		
									
CUB	CUBA	CUB							
CUB	CUBA	CUB							
TTO	TRINIDAD AND TOBAGO	TTO							
TTO	TOBAGO	TTO							
									
AGR	FARMER						AGR		
ARE	DUBAI	ARE							
IRL	IRELAND	IRL							
USACVL	UNITED STATES	USA					CVL		
USAGOV	UNITED STATES	USA					GOV		
REL	ARCHBISHOP								
USAGUMREL	GUAM	USA							
									
COP	POLICE						COP		
VATMED	VATICAN	VAT					MED		
CVL	RESIDENTS						CVL		
JEW	JEWISH				JEW				
REF	REFUGEE						REF		
REF	REFUGEE						REF		
THA	CHON BURI	THA							
UAF	GUNMAN						UAF		
MEX	MEXICO	MEX							
CVL	COMMUNITY						CVL		
GRD	GRENADINES	GRD							
VCT	ST VINCENT	VCT							
									
CVL	COMMUNITY						CVL		
									
									
									
CUB	CUBAN	CUB							
CUBGOV	CUBAN	CUB					GOV		
CVLJUD	VILLAGE						CVL	JUD	
ISR	ISRAEL	ISR							
POL	POLE	POL							
POL	POLAND	POL							
POL	POLAND	POL							
DEUGOV	GERMANY	DEU					GOV		
EDU	SCHOOL						EDU		
JEWHSD010	CHABAD				JEW	HSD			
EDU	SCHOOL						EDU		
EDUCVL	SCHOOL						EDU	CVL	
ISREDU	TEL AVIV	ISR					EDU		
EDU	UNIVERSITY						EDU		
BUS	CREDIT UNION						BUS		
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
GOV	GOVERNMENT						GOV		
									
AGR	FARMER						AGR		
IGOWSTNAT	NATO	WST	NAT				IGO		
IGOWSTNAT	NATO	WST	NAT				IGO		
LEG	SENATE						LEG		
REL	PRIEST								
AGR	FARMER						AGR		
AGR	FARMER						AGR		
									
CUB	CUBA	CUB							
CUB	CUBA	CUB							
CUB	CUBA	CUB							
TTO	TRINIDAD AND TOBAGO	TTO							
TTO	TOBAGO	TTO							
IRL	CORK	IRL							
HUNGOV	HUNGARY	HUN					GOV		
tms	TAMA			tms					
HUN	HUNGARY	HUN							
tms	TAMA			tms					
									
CVL	ENGINEER						CVL		
									
CVL	POPULATION						CVL		
FRA	FRANCE	FRA							
ISR	ISRAEL	ISR							
USA	UNITED STATES	USA							
CRM	GANG						CRM		
CUB	CUBA	CUB							
TTO	TRINIDAD AND TOBAGO	TTO							
									
DEU	GERMANY	DEU							
USA	WEST VIRGINIA	USA							
GOV	KING						GOV		
USA	LAWRENCE	USA							
USA	LAWRENCE	USA							
USA	LAWRENCE	USA							
USA	WASHINGTON	USA							
									
TJK	TAJIKISTAN	TJK							
CHN	CHINA	CHN							
CHN	CHINA	CHN							
JPN	JAPAN	JPN							
									
									
									
HLH	NURSE						HLH		
USA	LAWRENCE	USA							
									
									
									
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
DNK	DENMARK	DNK							
AUS	AUSTRALIA	AUS							
AGR	FARMER						AGR		
EDU	UNIVERSITY						EDU		
									
MED	MEDIA						MED		
CZE	CZECH REPUBLIC	CZE							
									
									
CHR	ARCHDIOCESE				CHR				
CHR	ARCHDIOCESE				CHR				
USA	NASHVILLE	USA							
USAGUM	GUAM	USA							
									
SWE	STOCKHOLM	SWE							
GOV	DEPUTY PRIME MINISTER						GOV		
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
MED	LOCAL MEDIA						MED		
CUB	CUBA	CUB							
CUB	CUBA	CUB							
									
GOV	PRIME MINISTER						GOV		
									
									
CVL	SETTLEMENT						CVL		
ITA	ITALY	ITA							
ITA	ITALY	ITA							
JUD	SUPERIOR COURT						JUD		
JUD	SUPERIOR COURT						JUD		
LAB	EMPLOYEE						LAB		
NGOHLHIRC	RED CROSS		IRC				NGO	HLH	
REL	ABBOT								
									
EDU	PROFESSOR						EDU		
CHR	ARCHDIOCESE				CHR				
CHR	ARCHDIOCESE				CHR				
									
REL	ARCHBISHOP								
USAGUMREL	GUAM	USA							
CUB	CUBA	CUB							
GRD	GRENADINES	GRD							
KOR	SOUTH KOREA	KOR							
									
EDU	SCHOOL						EDU		
									
									
									
GOV	FIREFIGHTER						GOV		
COP	POLICE						COP		
AUS	EASTERN HIGHLANDS	AUS							
AUS	EASTERN HIGHLANDS	AUS							
CHRPRO300	PRESBYTERIAN				CHR	PRO			
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
DEU	GERMANY	DEU							
EDU	STUDENT						EDU		
ESP	SPAIN	ESP							
GBR	UNITED KINGDOM	GBR							
IRN	URMIA	IRN							
LBN	LEBANON	LBN							
MIL	ARMY						MIL		
MMR	MYANMAR	MMR							
NLD	HOLLAND	NLD							
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
POL	POLE	POL							
QAT	QATAR	QAT							
QAT	QATAR	QAT							
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
									
									
									
ROU	ROMANIA								
COP	PRISON						COP		
GOV	PRESIDENT						GOV		
MEX	MEXICO	MEX							
CANCOP	CANADA	CAN					COP		
GBR	UNITED KINGDOM	GBR							
									
RUS	RUSSIA	RUS							
CRM	ASSAILANT						CRM		
CVL	COMMUNITY						CVL		
HLH	NURSE						HLH		
LBN	TYRE	LBN							
LBN	TYRE	LBN							
MED	MEDIA						MED		
									
GOV	KING						GOV		
									
COP	POLICE						COP		
COP	POLICE						COP		
MIL	ARMY						MIL		
									
GBR	UNITED KINGDOM	GBR							
MAR	MOROCCO	MAR							
IRN	URMIA	IRN							
MED	GAZETTE						MED		
									
									
									
									
									
ISR	ISRAEL	ISR							
									
									
BEL	BELGIUM	BEL							
BEL	BELGIUM	BEL							
BEL	BELGIUM	BEL							
BEL	BELGIUM	BEL							
FRA	FRANCE	FRA							
FRA	FRANCE	FRA							
FRA	FRANCE	FRA							
GBRGOV	BRITISH	GBR					GOV		
MOS	MUSLIM				MOS				
MOSCVL	MUSLIM				MOS		CVL		
GOV	SECRETARIAT						GOV		
									
BUS	PRODUCER						BUS		
GOVMIL	DEFENSE MINIST						GOV	MIL	
USA	AMERICAN	USA							
USA	SOUTH CAROLINA	USA							
									
UKR	UKRAINE	UKR							
GOV	GOVERNMENT						GOV		
IGOWAFWAS	ECONOMIC COMMUNITY OF WEST AFRICAN STATES	WAF	WAS				IGO		
IGOWAFBUSWAS	ECOWAS	WAF	WAS				IGO	BUS	
LEG	CONGRESS						LEG		
									
NOR	NORWAY	NOR							
NOR	NORWAY	NOR							
BUS	COMPANIES						BUS		
CHN	CHINESE	CHN							
CHN	CHINESE	CHN							
BEL	BELGIUM	BEL							
RUS	RUSSIA	RUS							
USA	LOS ANGELES	USA							
USA	LOS ANGELES	USA							
UZBGOV	UZBEKISTAN	UZB					GOV		
									
REL	RELIGION								
NGA	NIGERIA	NGA							
BUS	COMPANY						BUS		
									
									
PSE	PALESTINIAN	PSE							
									
									
									
GBR	BRITISH	GBR							
GBR	BRITAIN	GBR							
GBR	BRITAIN	GBR							
GBRGOV	BRITISH	GBR					GOV		
GOV	PRIME MINISTER						GOV		
HIN	HINDU				HIN				
GBR	UNITED KINGDOM	GBR							
MAR	MOROCCO	MAR							
GOV	ADMINISTRATION						GOV		
									
COP	DEPUTY						COP		
COP	DEPUTY						COP		
									
BUS	INVESTOR						BUS		
USA	UNITED STATES	USA							
IRN	IRAN	IRN							
IRN	IRAN	IRN							
CVL	SCIENTIST						CVL		
									
									
									
IRN	IRAN	IRN							
IRN	IRAN	IRN							
USA	THE US	USA							
JPN	JAPAN	JPN							
USA	MARYLAND	USA							
USA	MARYLAND	USA							
USA	NEW YORK	USA							
GBR	UNITED KINGDOM	GBR							
									
									
									
HLH	HOSPITAL						HLH		
JUD	STATE SUPREME COURT						JUD		
KEN	KENYA	KEN							
PSE	WEST BANK	PSE							
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
REL	SAINT								
CVL	COMMUNITY						CVL		
REB	REBEL						REB		
SAU	SAUDI ARABIA	SAU							
BUS	EXPORTER						BUS		
SAU	SAUDI ARABIA	SAU							
SAUGOVMED	SAUDI	SAU					GOV	MED	
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
CHN	CHINESE	CHN							
CHNGOV	CHINA	CHN					GOV		
CHNGOV	CHINESE	CHN					GOV		
AFR	AFRICA	AFR							
CHE	GENEVA	CHE							
COP	TROOPER						COP		
COP	POLICE						COP		
ETH	ETHIOPIA	ETH							
ETH	ETHIOPIA	ETH							
EUR	EUROPEAN	EUR							
GNB	GUINEA BISSAU	GNB							
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
ISR	ISRAEL	ISR							
KOR	SOUTH KOREA	KOR							
LAB	WORKER						LAB		
RUS	MOSCOW	RUS							
USA	UNITED STATES	USA							
USA	DETROIT	USA							
GOVDEV	PUBLIC SERVICE COMMISSION						GOV	DEV	
IGOUNO	THE UN		UNO				IGO		
IGOUNO	THE UN		UNO				IGO		
JPN	JAPAN	JPN							
AFR	AFRICA	AFR							
									
CVL	VILLAGE						CVL		
USA	NEW YORK	USA							
CRM	DEALER						CRM		
GOV	PREMIER						GOV		
AFR	AFRICA	AFR							
									
COLGOV	COLOMBIA	COL					GOV		
									
BUS	COMPANY						BUS		
GOVDEV	PUBLIC SERVICE COMMISSION						GOV	DEV	
GOV	AUTHORITIES						GOV		
JUD	JUSTICE SYSTEM						JUD		
JUD	JUSTICE SYSTEM						JUD		
USA	ROCHESTER	USA							
									
									
									
									
BUS	COMPANY						BUS		
CAN	CANADA	CAN							
CANGOV	ONTARIO	CAN					GOV		
									
									
									
HLH	HOSPITAL						HLH		
									
									
GOV	FIREFIGHTER						GOV		
GNB	GUINEA BISSAU	GNB							
GNB	GUINEA BISSAU	GNB							
									
									
GIN	GUINEA	GIN							
									
									
CAN	CANADIAN	CAN							
GHA	GHANA	GHA							
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
INT	WORLD COMMUNITY						INT		
JUD	CONSTITUTIONAL COURT						JUD		
JUD	CONSTITUTIONAL COURT						JUD		
MNC	CHEVRON						MNC		
MOS	MUSLIM				MOS				
NAM	NAMIBIA	NAM							
NAM	NAMIBIA	NAM							
SAU	SAUDI	SAU							
SAUGOV	SAUDI	SAU					GOV		
UKRGOV	UKRAINE	UKR					GOV		
USAGOV	UNITED STATES	USA					GOV		
MIL	MILITARY						MIL		
									
EDU	UNIVERSITY						EDU		
IGOUNO	THE UN		UNO				IGO		
IGOUNO	THE UN		UNO				IGO		
BDI	BURUNDI	BDI							
KEN	KENYA	KEN							
									
									
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
IGOAFRAFU	AFRICAN UNION	AFR					IGO		
IGOAFRAFU	AFRICAN UNION	AFR					IGO		
SDN	SUDAN	SDN							
SDN	SUDAN	SDN							
SDN	SUDAN	SDN							
									
									
									
USA	UNITED STATES	USA							
									
FRA	FRENCH	FRA							
GOV	SECRETARIAT						GOV		
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
ISRGOV	ISRAEL	ISR					GOV		
CVL	COMMUNITY						CVL		
									
									
USA	NEW ORLEANS	USA							
USA	NEW ORLEANS	USA							
									
									
MED	PUBLISHER						MED		
ISR	ISRAEL	ISR							
MOS	MUSLIM				MOS				
PSE	PALESTINIAN	PSE							
									
									
									
GOV	ADMINISTRATION						GOV		
CANBUS	CANADA	CAN					BUS		
									
									
									
LEG	PARLIAMENTARIAN						LEG		
NAM	NAMIBIA	NAM							
GOV	MINIST FOR FINANCE						GOV		
UKRPTY	UKRAINE	UKR							
GOV	SECRETARIAT						GOV		
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
ISR	ISRAEL	ISR							
MED	JOURNALIST						MED		
MDV	MALE	MDV							
UAF	TERRORIST						UAF		
SCGSRB	SERBIA	SRB							
UKRMIL	UKRAINE	UKR					MIL		
RUS	RUSSIAN	RUS							
RUS	RUSSIA	RUS							
UKR	UKRAINE	UKR							
GOV	SECURITY COUNCIL						GOV		
GOV	SECURITY COUNCIL						GOV		
GOV	SECURITY COUNCIL						GOV		
IGOUNO	THE SECURITY COUNCIL		UNO				IGO		
GOV	SECURITY COUNCIL						GOV		
									
TTO	TOBAGO	TTO							
									
									
									
									
EUR	EUROPE	EUR							
IGOUNO	UNSC		UNO				IGO		
LTU	LITHUANIA	LTU							
RUS	RUSSIA	RUS							
RUS	RUSSIAN	RUS							
UKRPTY	UKRAINE	UKR							
DEU	GERMAN	DEU							
DEU	GERMANY	DEU							
RUS	RUSSIAN	RUS							
POL	POLISH	POL							
POL	POLISH	POL							
UKR	UKRAINIAN	UKR							
UKRLEG	UKRAINE	UKR					LEG		
UKRLEG	UKRAINIAN	UKR					LEG		
									
									
BUS	INDUSTRY						BUS		
GOV	PRESIDENT						GOV		
GOVHLH	STATE HOSPITAL						GOV	HLH	
MIL	MILITARY						MIL		
TWN	TAIWAN	TWN							
BUS	INDUSTRY						BUS		
									
									
									
GOVEDU	EDUCATION OFFICIAL						GOV	EDU	
GOVEDU	EDUCATION OFFICIAL						GOV	EDU	
IGOUNO	UNITED NATIONS		UNO				IGO		
									
									
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
ZAF	SOUTH AFRICAN	ZAF							
POL	POLISH	POL							
POLCVL	POLISH	POL					CVL		
USA	CALIF	USA							
									
MNCUSA	MICROSOFT	USA					MNC		
MNCJPN	SONY	JPN					MNC		
									
CVL	CIVIL SOCIETY						CVL		
CVL	CIVIL SOCIETY						CVL		
DEU	GERMANY	DEU							
GOV	DIPLOMAT						GOV		
IMGMOSALQ	OSAMA BIN LADEN		ALQ		MOS		IMG		
LAB	EMPLOYEE						LAB		
MNCNLD	RABOBANK	NLD					MNC		
PTY	POLITICAL PARTIES								
TUR	ANTIOCH	TUR							
WSM	SAMOA	WSM							
CHRCTH	CATHOLIC				CHR	CTH			
									
									
									
									
ARGGOV	CRISTINA FERNANDEZ DE KIRCHNER	ARG					GOV		
GOV	PRESIDENT						GOV		
									
CAN	BRITISH COLUMBIA	CAN							
EDU	COLLEGE						EDU		
ESP	SPAIN	ESP							
GBR	BRITISH	GBR							
LEG	REPRESENTATIVES						LEG		
NOR	NORWAY	NOR							
									
CAN	CANADIAN	CAN							
CHROFF032	UNITARIAN				CHR				
EUR	EUROPEAN	EUR							
LAB	EMPLOYEE						LAB		
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
USA	THE US	USA							
USAMIL	THE US	USA					MIL		
USAMIL	THE US	USA					MIL		
MLT	MALTA	MLT							
									
									
									
CVL	VILLAGE						CVL		
									
									
									
									
									
									
COP	POLICE OFFICER						COP		
FRA	FRANCE	FRA							
IRL	IRELAND	IRL							
RUS	RUSSIA	RUS							
EDU	STUDENT						EDU		
ESP	SPANISH	ESP							
IRLEDU	IRELAND	IRL					EDU		
									
DEU	BRUNSWICK	DEU							
DEU	BRUNSWICK	DEU							
									
BUS	BUSINESS						BUS		
NZL	NEW ZEALAND	NZL							
USAEDU	ARIZONA	USA					EDU		
USAEDU	WYOMING	USA					EDU		
JOR	JORDAN	JOR							
JORGOV	JORDAN	JOR					GOV		
don	DONG			don					
CVLEDU	COMMUNITY						CVL	EDU	
									
									
									
MED	MEDIA						MED		
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
									
									
CHN	CHINA	CHN							
CHN	CHINA	CHN							
IRLCVL	IRISH	IRL					CVL		
IRLCVL	IRELAND	IRL					CVL		
IRLCVL	IRISH	IRL					CVL		
JOR	JORDAN	JOR							
JORCOP	JORDAN	JOR					COP		
JORGOV	JORDAN	JOR					GOV		
MED	MEDIA						MED		
USA	AMERICAN	USA							
USA	AMERICAN	USA							
									
									
									
IRLCVL	IRELAND	IRL					CVL		
IRLCVL	IRELAND	IRL					CVL		
GOV	SECURITY COUNCIL						GOV		
GOV	SECURITY COUNCIL						GOV		
GOV	SECURITY COUNCIL						GOV		
IRL	IRISH	IRL							
IRL	IRISH	IRL							
									
EGY	EGYPT	EGY							
EGYGOV	EGYPT	EGY					GOV		
GOV	PRESIDENT						GOV		
JORCOP	JORDAN	JOR					COP		
EDU	SCHOLAR						EDU		
ARG	ARGENTINE	ARG							
ARGGOV	CRISTINA FERNANDEZ DE KIRCHNER	ARG					GOV		
CHN	WUHAN	CHN							
COP	PRISON						COP		
USA	AMERICAN	USA							
JUD	JUDGE						JUD		
									
									
CHN	CHINA	CHN							
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
GOV	CHIEF EXECUTIVE						GOV		
RUS	RUSSIA	RUS							
									
									
GBR	LIVERPOOL	GBR							
GBR	EDINBURGH	GBR							
LEG	PARLIAMENT						LEG		
									
									
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
LEG	PARLIAMENT						LEG		
CHN	CHINA	CHN							
CHN	CHINA	CHN							
									
									
									
									
GBR	UNITED KINGDOM	GBR							
MDV	MALE	MDV							
									
SYR	SYRIA	SYR							
									
BUS	COMPANIES						BUS		
PTY	POLITICAL PARTIES								
									
MED	MEDIA						MED		
COP	CONSTABLE						COP		
CHN	CHINESE	CHN							
EUR	EUROPEAN	EUR							
									
NZL	NEW ZEALAND	NZL							
									
CVL	HUNTER						CVL		
CVL	HUNTER						CVL		
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
USA	THE US	USA							
USA	THE US	USA							
USA	THE US	USA							
USA	THE US	USA							
									
									
AZE	AZERBAIJAN	AZE							
TURGOV	TURKEY	TUR					GOV		
TUR	ANTIOCH	TUR							
									
AZE	AZERBAIJAN	AZE							
AZE	AZERBAIJAN	AZE							
GOVGOV	DEPUTY PRIME MINISTER						GOV	GOV	
									
									
									
									
									
BUS	COMPANIES						BUS		
CAN	CANADIAN	CAN							
CAN	CANADIAN	CAN							
CHN	CHINA	CHN							
CRM	CRIMINAL						CRM		
IMGMOSALQ	OSAMA BIN LADEN		ALQ		MOS		IMG		
JUD	FEDERAL COURT						JUD		
									
									
EDU	STUDENT						EDU		
EDU	STUDENT						EDU		
USA	DETROIT	USA							
USA	DETROIT	USA							
GOV	GOVERNMENT						GOV		
USA	THE US	USA							
USA	THE US	USA							
USA	THE US	USA							
USAGOV	OVAL OFFICE	USA					GOV		
USAGOV	BARACK OBAMA	USA					GOV		
									
									
									
									
									
									
									
									
